0076 0.9500  1.03705352063482e+00
0077 0.9625  1.02425039075044e+00
0078 0.9750  1.01160532419796e+00
0079 0.9875  9.99116369578236e-01
0080 1.0000  1.01176341223113e+00
0081 1.0125  1.02457054403152e+00
0082 1.0250  1.03753979142432e+00
0083 1.0375  1.05067320650564e+00
0084 1.0500  1.06397286734749e+00
0085 1.0625  1.07744087832657e+00
0086 1.0750  1.09107937045729e+00
0087 1.0875  1.10489050172890e+00
0088 1.1000  1.11887645744698e+00
0089 1.1125  1.13303945057922e+00
0090 1.1250  1.14738172210554e+00
0091 1.1375  1.16190554137270e+00
0092 1.1500  1.17661320645337e+00
0093 1.1625  1.19150704450974e+00
0094 1.1750  1.20658941216176e+00
0095 1.1875  1.22186269586001e+00
0096 1.2000  1.23732931226330e+00
0097 1.2125  1.25299170862107e+00
0098 1.2250  1.26885236316057e+00
0099 1.2375  1.28491378547906e+00
0100 1.2500  1.30117851694082e+00
0101 1.2625  1.31764913107931e+00
0102 1.2750  1.33432823400437e+00
0103 1.2875  1.35121846481455e+00
0104 1.3000  1.36832249601473e+00
0105 1.3125  1.38564303393897e+00
0106 1.3250  1.40318281917871e+00
0107 1.3375  1.42094462701641e+00
0108 1.3500  1.43893126786472e+00
0109 1.3625  1.45714558771111e+00
0110 1.3750  1.47559046856821e+00
0111 1.3875  1.49426882892983e+00
0112 1.4000  1.51318362423274e+00
0113 1.4125  1.53233784732430e+00
0114 1.4250  1.55173452893600e+00
0115 1.4375  1.57137673816303e+00
0116 1.4500  1.59126758294991e+00
0117 1.4625  1.61141021058219e+00
0118 1.4750  1.63180780818449e+00
0119 1.4875  1.65246360322480e+00
0120 1.5000  1.67338086402511e+00
0121 1.5125  1.69456290027860e+00
0122 1.5250  1.71601306357326e+00
0123 1.5375  1.73773474792229e+00
0124 1.5500  1.75973139030105e+00
0125 1.5625  1.78200647119094e+00
0126 1.5750  1.80456351513007e+00
0127 1.5875  1.82740609127095e+00
0128 1.6000  1.85053781394527e+00
0129 1.6125  1.87396234323572e+00
0130 1.6250  1.89768338555516e+00
0131 1.6375  1.92170469423307e+00
0132 1.6500  1.94603007010944e+00
0133 1.6625  1.97066336213614e+00
0134 1.6750  1.99560846798596e+00
0135 1.6875  2.02086933466933e+00
0136 1.7000  1.99592033053761e+00
0137 1.7125  1.97127933880258e+00
0138 1.7250  1.94694255684205e+00
0139 1.7375  1.92290622897980e+00
0140 1.7500  1.89916664590598e+00
0141 1.7625  1.87572014410467e+00
0142 1.7750  1.85256310528856e+00
0143 1.7875  1.82969195584056e+00
0144 1.8000  1.80710316626228e+00
0145 1.8125  1.78479325062941e+00
0146 1.8250  1.76275876605374e+00
0147 1.8375  1.74099631215184e+00
0148 1.8500  1.71950253052034e+00
0149 1.8625  1.69827410421762e+00
0150 1.8750  1.67730775725197e+00
0151 1.8875  1.65660025407602e+00
0152 1.9000  1.63614839908742e+00
0153 1.9125  1.61594903613573e+00
0154 1.9250  1.59599904803529e+00
0155 1.9375  1.57629535608423e+00
0156 1.9500  1.55683491958937e+00
0157 1.9625  1.53761473539690e+00
0158 1.9750  1.51863183742904e+00
0159 1.9875  1.49988329622621e+00
0160 2.0000  1.48136621849503e+00
0161 2.0125  1.46307774666175e+00
0162 2.0250  1.44501505843136e+00
0163 2.0375  1.42717536635196e+00
0164 2.0500  1.40955591738465e+00
0165 2.0625  1.39215399247867e+00
0166 2.0750  1.37496690615177e+00
0167 2.0875  1.35799200607583e+00
0168 2.1000  1.34122667266748e+00
0169 2.1125  1.32466831868393e+00
0170 2.1250  1.30831438882364e+00
0171 2.1375  1.29216235933199e+00
0172 2.1500  1.27620973761184e+00
0173 2.1625  1.26045406183885e+00
0174 2.1750  1.24489290058158e+00
0175 2.1875  1.22952385242626e+00
0176 2.2000  1.21434454560618e+00
0177 2.2125  1.19935263763573e+00
0178 2.2250  1.18454581494887e+00
0179 2.2375  1.16992179254210e+00
0180 2.2500  1.15547831362182e+00
0181 2.2625  1.14121314925612e+00
0182 2.2750  1.12712409803074e+00
0183 2.2875  1.11320898570937e+00
0184 2.3000  1.09946566489814e+00
0185 2.3125  1.08589201471422e+00
0186 2.3250  1.07248594045848e+00
0187 2.3375  1.05924537329233e+00
0188 2.3500  1.04616826991835e+00
0189 2.3625  1.03325261226504e+00
0190 2.3750  1.02049640717535e+00
0191 2.3875  1.00789768609911e+00
0192 2.4000  9.95454504789242e-01
0193 2.4125  1.00805519472328e+00
0194 2.4250  1.02081538706155e+00
0195 2.4375  1.03373710082183e+00
0196 2.4500  1.04682238057906e+00
0197 2.4625  1.06007329678892e+00
0198 2.4750  1.07349194611537e+00
0199 2.4875  1.08708045176240e+00
0200 2.5000  1.10084096381002e+00
0201 2.5125  1.11477565955445e+00
0202 2.5250  1.12888674385261e+00
0203 2.5375  1.14317644947100e+00
0204 2.5500  1.15764703743898e+00
0205 2.5625  1.17230079740657e+00
0206 2.5750  1.18714004800665e+00
0207 2.5875  1.20216713722192e+00
0208 2.6000  1.21738444275638e+00
0209 2.6125  1.23279437241152e+00
0210 2.6250  1.24839936446737e+00
0211 2.6375  1.26420188806822e+00
0212 2.6500  1.28020444361339e+00
0213 2.6625  1.29640956315279e+00
0214 2.6750  1.31281981078764e+00
0215 2.6875  1.32943778307609e+00
0216 2.7000  1.34626610944414e+00
0217 2.7125  1.36330745260166e+00
0218 2.7250  1.38056450896371e+00
0219 2.7375  1.39804000907718e+00
0220 2.7500  1.41573671805284e+00
0221 2.7625  1.43365743600287e+00
0222 2.7750  1.45180499848392e+00
0223 2.7875  1.47018227694574e+00
0224 2.8000  1.48879217918556e+00
0225 2.8125  1.50763764980816e+00
0226 2.8250  1.52672167069181e+00
0227 2.8375  1.54604726146006e+00
0228 2.8500  1.56561747995956e+00
0229 2.8625  1.58543542274386e+00
0230 2.8750  1.60550422556340e+00
0231 2.8875  1.62582706386167e+00
0232 2.9000  1.64640715327764e+00
0233 2.9125  1.66724775015457e+00
0234 2.9250  1.68835215205526e+00
0235 2.9375  1.70972369828381e+00
0236 2.9500  1.73136577041398e+00
0237 2.9625  1.75328179282429e+00
0238 2.9750  1.77547523323979e+00
0239 2.9875  1.79794960328080e+00
0240 3.0000  1.82070845901853e+00
0241 3.0125  1.84375540153775e+00
0242 3.0250  1.86709407750658e+00
0243 3.0375  1.89072817975350e+00
0244 3.0500  1.91466144785165e+00
0245 3.0625  1.93889766871053e+00
0246 3.0750  1.96344067717522e+00
0247 3.0875  1.98829435663313e+00
0248 3.1000  2.01346263962849e+00
0249 3.1125  1.98860507617629e+00
0250 3.1250  1.96405439622349e+00
0251 3.1375  1.93980681108493e+00
0252 3.1500  1.91585857884931e+00
0253 3.1625  1.89220600380179e+00
0254 3.1750  1.86884543585362e+00
0255 3.1875  1.84577326997889e+00
0256 3.2000  1.82298594565816e+00
0257 3.2125  1.80047994632905e+00
0258 3.2250  1.77825179884350e+00
0259 3.2375  1.75629807293185e+00
0260 3.2500  1.73461538067344e+00
0261 3.2625  1.71320037597376e+00
0262 3.2750  1.69204975404816e+00
0263 3.2875  1.67116025091177e+00
0264 3.3000  1.65052864287582e+00
0265 3.3125  1.63015174605019e+00
0266 3.3250  1.61002641585204e+00
0267 3.3375  1.59014954652053e+00
0268 3.3500  1.57051807063756e+00
0269 3.3625  1.55112895865438e+00
0270 3.3750  1.53197921842408e+00
0271 3.3875  1.51306589473983e+00
0272 3.4000  1.49438606887885e+00
0273 3.4125  1.47593685815195e+00
0274 3.4250  1.45771541545871e+00
0275 3.4375  1.43971892884811e+00
0276 3.4500  1.42194462108456e+00
0277 3.4625  1.40438974921932e+00
0278 3.4750  1.38705160416723e+00
0279 3.4875  1.36992751028862e+00
0280 3.5000  1.35301482497641e+00
0281 3.5125  1.33631093824831e+00
0282 3.5250  1.31981327234401e+00
0283 3.5375  1.30351928132742e+00
0284 3.5500  1.28742645069374e+00
0285 3.5625  1.27153229698148e+00
0286 3.5750  1.25583436738911e+00
0287 3.5875  1.24033023939665e+00
0288 3.6000  1.22501752039176e+00
0289 3.6125  1.20989384730050e+00
0290 3.6250  1.19495688622272e+00
0291 3.6375  1.18020433207182e+00
0292 3.6500  1.16563390821908e+00
0293 3.6625  1.15124336614230e+00
0294 3.6750  1.13703048507882e+00
0295 3.6875  1.12299307168278e+00
0296 3.7000  1.10912895968670e+00
0297 3.7125  1.09543600956711e+00
0298 3.7250  1.08191210821443e+00
0299 3.7375  1.06855516860684e+00
0300 3.7500  1.05536312948824e+00
0301 3.7625  1.04233395505011e+00
0302 3.7750  1.02946563461740e+00
0303 3.7875  1.01675618233817e+00
0304 3.8000  1.00420363687720e+00
0305 3.8125  9.91806061113288e-01
0306 3.8250  1.00436056821599e+00
0307 3.8375  1.01707399313011e+00
0308 3.8500  1.02994834747353e+00
0309 3.8625  1.04298566832763e+00
0310 3.8750  1.05618801855962e+00
0311 3.8875  1.06955748714899e+00
0312 3.9000  1.08309618951796e+00
0313 3.9125  1.09680626786629e+00
0314 3.9250  1.11068989151017e+00
0315 3.9375  1.12474925722549e+00
0316 3.9500  1.13898658959543e+00
0317 3.9625  1.15340414136246e+00
0318 3.9750  1.16800419378477e+00
0319 3.9875  1.18278905699723e+00
0320 4.0000  1.19776107037695e+00
0321 4.0125  1.21292260291336e+00
0322 4.0250  1.22827605358315e+00
0323 4.0375  1.24382385172977e+00
0324 4.0500  1.25956845744787e+00
0325 4.0625  1.27551236197253e+00
0326 4.0750  1.29165808807345e+00
0327 4.0875  1.30800819045412e+00
0328 4.1000  1.32456525615607e+00
0329 4.1125  1.34133190496818e+00
0330 4.1250  1.35831078984119e+00
0331 4.1375  1.37550459730754e+00
0332 4.1500  1.39291604790637e+00
0333 4.1625  1.41054789661404e+00
0334 4.1750  1.42840293328004e+00
0335 4.1875  1.44648398306840e+00
0336 4.2000  1.46479390690471e+00
0337 4.2125  1.48333560192882e+00
0338 4.2250  1.50211200195323e+00
0339 4.2375  1.52112607792732e+00
0340 4.2500  1.54038083840742e+00
0341 4.2625  1.55987933003283e+00
0342 4.2750  1.57962463800793e+00
0343 4.2875  1.59961988659031e+00
0344 4.3000  1.61986823958512e+00
0345 4.3125  1.64037290084569e+00
0346 4.3250  1.66113711478045e+00
0347 4.3375  1.68216416686628e+00
0348 4.3500  1.70345738416838e+00
0349 4.3625  1.72502013586672e+00
0350 4.3750  1.74685583378908e+00
0351 4.3875  1.76896793295096e+00
0352 4.4000  1.79135993210224e+00
0353 4.4125  1.81403537428075e+00
0354 4.4250  1.83699784737291e+00
0355 4.4375  1.86025098468143e+00
0356 4.4500  1.88379846550019e+00
0357 4.4625  1.90764401569639e+00
0358 4.4750  1.93179140830014e+00
0359 4.4875  1.95624446410141e+00
0360 4.5000  1.98100705225459e+00
0361 4.5125  2.00608309089073e+00
0362 4.5250  1.98131663297850e+00
0363 4.5375  1.95685593380592e+00
0364 4.5500  1.93269721857375e+00
0365 4.5625  1.90883675908519e+00
0366 4.5750  1.88527087317055e+00
0367 4.5875  1.86199592411906e+00
0368 4.6000  1.83900832011759e+00
0369 4.6125  1.81630451369639e+00
0370 4.6250  1.79388100118162e+00
0371 4.6375  1.77173432215469e+00
0372 4.6500  1.74986105891821e+00
0373 4.6625  1.72825783596860e+00
0374 4.6750  1.70692131947516e+00
0375 4.6875  1.68584821676559e+00
0376 4.7000  1.66503527581787e+00
0377 4.7125  1.64447928475839e+00
0378 4.7250  1.62417707136631e+00
0379 4.7375  1.60412550258401e+00
0380 4.7500  1.58432148403359e+00
0381 4.7625  1.56476195953935e+00
0382 4.7750  1.54544391065615e+00
0383 4.7875  1.52636435620360e+00
0384 4.8000  1.50752035180603e+00
0385 4.8125  1.48890898943805e+00
0386 4.8250  1.47052739697585e+00
0387 4.8375  1.45237273775393e+00
0388 4.8500  1.43444221012734e+00
0389 4.8625  1.41673304703935e+00
0390 4.8750  1.39924251559441e+00
0391 4.8875  1.38196791663646e+00
0392 4.9000  1.36490658433230e+00
0393 4.9125  1.34805588576030e+00
0394 4.9250  1.33141322050400e+00
0395 4.9375  1.31497602025087e+00
0396 4.9500  1.29874174839592e+00
0397 4.9625  1.28270789965029e+00
0398 4.9750  1.26687199965461e+00
0399 4.9875  1.25123160459714e+00
0400 5.0000  1.23578430083668e+00
0000 0.0000  1.50000000000000e+00
