0001 0.0125  1.41772151898734e+00
0002 0.0250  1.43566736099984e+00
0003 0.0375  1.45384036556946e+00
0004 0.0500  1.47224340817160e+00
0005 0.0625  1.49087940068010e+00
0006 0.0750  1.50975129182795e+00
0007 0.0875  1.52886206767388e+00
0008 0.1000  1.54821475207481e+00
0009 0.1125  1.56781240716436e+00
0010 0.1250  1.58765813383733e+00
0011 0.1375  1.60775507224034e+00
0012 0.1500  1.62810640226869e+00
0013 0.1625  1.64871534406956e+00
0014 0.1750  1.66958515855146e+00
0015 0.1875  1.69071914790021e+00
0016 0.2000  1.71212065610148e+00
0017 0.2125  1.73379306946985e+00
0018 0.2250  1.75573981718466e+00
0019 0.2375  1.77796437183256e+00
0020 0.2500  1.80047024995703e+00
0021 0.2625  1.82326101261471e+00
0022 0.2750  1.84634026593895e+00
0023 0.2875  1.86971166171032e+00
0024 0.3000  1.89337889793451e+00
0025 0.3125  1.91734571942735e+00
0026 0.3250  1.94161591840744e+00
0027 0.3375  1.96619333509614e+00
0028 0.3500  1.99108185832521e+00
0029 0.3625  2.01628542615211e+00
0030 0.3750  1.99139301348356e+00
0031 0.3875  1.96680791455167e+00
0032 0.4000  1.94252633535967e+00
0033 0.4125  1.91854452875029e+00
0034 0.4250  1.89485879382745e+00
0035 0.4375  1.87146547538514e+00
0036 0.4500  1.84836096334334e+00
0037 0.4625  1.82554169219096e+00
0038 0.4750  1.80300414043551e+00
0039 0.4875  1.78074483005977e+00
0040 0.5000  1.75876032598495e+00
0041 0.5125  1.73704723554070e+00
0042 0.5250  1.71560220794143e+00
0043 0.5375  1.69442193376931e+00
0044 0.5500  1.67350314446352e+00
0045 0.5625  1.65284261181582e+00
0046 0.5750  1.63243714747241e+00
0047 0.5875  1.61228360244189e+00
0048 0.6000  1.59237886660927e+00
0049 0.6125  1.57271986825607e+00
0050 0.6250  1.55330357358624e+00
0051 0.6375  1.53412698625802e+00
0052 0.6500  1.51518714692150e+00
0053 0.6625  1.49648113276198e+00
0054 0.6750  1.47800605704886e+00
0055 0.6875  1.45975906869024e+00
0056 0.7000  1.44173735179283e+00
0057 0.7125  1.42393812522748e+00
0058 0.7250  1.40635864219998e+00
0059 0.7375  1.38899618982714e+00
0060 0.7500  1.37184808871817e+00
0061 0.7625  1.35491169256115e+00
0062 0.7750  1.33818438771472e+00
0063 0.7875  1.32166359280466e+00
0064 0.8000  1.30534675832559e+00
0065 0.8125  1.28923136624750e+00
0066 0.8250  1.27331492962716e+00
0067 0.8375  1.25759499222435e+00
0068 0.8500  1.24206912812282e+00
0069 0.8625  1.22673494135587e+00
0070 0.8750  1.21159006553666e+00
0071 0.8875  1.19663216349300e+00
0072 0.9000  1.18185892690666e+00
0073 0.9125  1.16726807595720e+00
0074 0.9250  1.15285735897007e+00
0075 0.9375  1.13862455206921e+00
0076 0.9500  1.12456745883379e+00
0077 0.9625  1.11068390995929e+00
0078 0.9750  1.09697176292276e+00
0079 0.9875  1.08342890165211e+00
0080 1.0000  1.07005323619961e+00
0081 1.0125  1.05684270241937e+00
0082 1.0250  1.04379526164876e+00
0083 1.0375  1.03090890039384e+00
0084 1.0500  1.01818163001861e+00
0085 1.0625  1.00561148643813e+00
0086 1.0750  9.93196529815437e-01
0087 1.0875  1.00576863778778e+00
0088 1.1000  1.01849988636738e+00
0089 1.1125  1.03139228999228e+00
0090 1.1250  1.04444788859978e+00
0091 1.1375  1.05766874794914e+00
0092 1.1500  1.07105695994850e+00
0093 1.1625  1.08461464298582e+00
0094 1.1750  1.09834394226412e+00
0095 1.1875  1.11224703014088e+00
0096 1.2000  1.12632610647178e+00
0097 1.2125  1.14058339895876e+00
0098 1.2250  1.15502116350255e+00
0099 1.2375  1.16964168455954e+00
0100 1.2500  1.18444727550333e+00
0101 1.2625  1.19944027899072e+00
0102 1.2750  1.21462306733237e+00
0103 1.2875  1.22999804286822e+00
0104 1.3000  1.24556763834757e+00
0105 1.3125  1.26133431731399e+00
0106 1.3250  1.27730057449518e+00
0107 1.3375  1.29346893619765e+00
0108 1.3500  1.30984196070648e+00
0109 1.3625  1.32642223869011e+00
0110 1.3750  1.34321239361024e+00
0111 1.3875  1.36021508213695e+00
0112 1.4000  1.37743299456906e+00
0113 1.4125  1.39486885525981e+00
0114 1.4250  1.41252542304791e+00
0115 1.4375  1.43040549169408e+00
0116 1.4500  1.44851189032312e+00
0117 1.4625  1.46684748387152e+00
0118 1.4750  1.48541517354078e+00
0119 1.4875  1.50421789725648e+00
0120 1.5000  1.52325863013315e+00
