3199 15.9950 7.9975 -3.70715136105433e-01 -5.66222880861402e-01
3200 16.0000 8.0000 -3.80481396020786e-01 -5.75806633330131e-01
3197 15.9850 7.9925 -3.51155487927398e-01 -5.47013149243556e-01
3198 15.9900 7.9950 -3.60939748867636e-01 -5.56624972850146e-01
3195 15.9750 7.9875 -3.31561353419790e-01 -5.27748716766629e-01
3196 15.9800 7.9900 -3.41362604861592e-01 -5.37387650336729e-01
3193 15.9650 7.9825 -3.11934755252438e-01 -5.08431509857814e-01
3194 15.9700 7.9850 -3.21751985252451e-01 -5.18096589506100e-01
3191 15.9550 7.9775 -2.92277728638643e-01 -4.89063460221705e-01
3192 15.9600 7.9800 -3.02109917522171e-01 -4.98753719448266e-01
3189 15.9450 7.9725 -2.72592315641459e-01 -4.69646504647126e-01
3190 15.9500 7.9750 -2.82438442059488e-01 -4.79360974434111e-01
3187 15.9350 7.9675 -2.52880572417687e-01 -4.50182584813452e-01
3188 15.9400 7.9700 -2.62739606191174e-01 -4.59920293721982e-01
3185 15.9250 7.9625 -2.33144564472535e-01 -4.30673647096448e-01
3186 15.9300 7.9650 -2.43015471797897e-01 -4.40433621363746e-01
3183 15.9150 7.9575 -2.13386371483491e-01 -4.11121642373624e-01
3184 15.9200 7.9600 -2.23268110341338e-01 -4.20902906010400e-01
3181 15.9050 7.9525 -1.93608083440513e-01 -3.91528525829167e-01
3182 15.9100 7.9550 -2.03499607938986e-01 -4.01330100717205e-01
3179 15.8950 7.9475 -1.73811806675131e-01 -3.71896256758399e-01
3180 15.9000 7.9500 -1.83712061321083e-01 -3.81717162748379e-01
3177 15.8850 7.9425 -1.53999660821320e-01 -3.52226798371869e-01
3178 15.8900 7.9450 -1.63907584170970e-01 -3.62066053381374e-01
3175 15.8750 7.9375 -1.34173782812066e-01 -3.32522117599022e-01
3176 15.8800 7.9400 -1.44088303943795e-01 -3.42378737710752e-01
3173 15.8650 7.9325 -1.14336325253956e-01 -3.12784184891516e-01
3174 15.8700 7.9350 -1.24256366072716e-01 -3.22657184451670e-01
3171 15.8550 7.9275 -9.44894608843405e-02 -2.93014974026174e-01
3172 15.8600 7.9300 -1.04413932272076e-01 -3.02903365743027e-01
3169 15.8450 7.9225 -7.46353817155251e-02 -2.73216461907607e-01
3170 15.8500 7.9250 -8.45631852272472e-02 -2.83119256950228e-01
3167 15.8350 7.9175 -5.47763026404250e-02 -2.53390628370529e-01
3168 15.8400 7.9200 -6.47063277059194e-02 -2.63306836467665e-01
3165 15.8250 7.9125 -3.49144614607726e-02 -2.33539455981769e-01
3166 15.8300 7.9150 -4.48455863539182e-02 -2.43468085520878e-01
3163 15.8150 7.9075 -1.50521231066514e-02 -2.13664929842030e-01
3164 15.8200 7.9100 -2.49832117347247e-02 -2.23604987968428e-01
3161 15.8050 7.9025 4.80841954769046e-03 -1.93769037387360e-01
3162 15.8100 7.9050 -5.12148276988446e-03 -2.03719530103518e-01
3159 15.7950 7.8975 2.46648418262658e-02 -1.73853768190425e-01
3160 15.8000 7.9000 1.47372923944410e-02 -1.83813700455363e-01
3157 15.7850 7.8925 4.45147853810898e-02 -1.53921113761549e-01
3158 15.7900 7.8950 3.45907723271019e-02 -1.63889489590337e-01
3155 15.7750 7.8875 6.43558537392939e-02 -1.33973067349563e-01
3156 15.7800 7.8900 5.44365803382233e-02 -1.43948889912930e-01
3153 15.7650 7.8825 8.41856095266967e-02 -1.14011623742487e-01
3154 15.7700 7.8850 7.42722997937384e-02 -1.23993895466488e-01
3151 15.7550 7.8775 1.04001569714938e-01 -9.40387790680455e-02
3152 15.7600 7.8800 9.40954711901574e-02 -1.04026501733827e-01
3149 15.7450 7.8725 1.23801201758998e-01 -7.40565305940592e-02
3150 15.7500 7.8750 1.13903587154089e-01 -8.40487054376816e-02
3147 15.7350 7.8675 1.43581917949196e-01 -5.40668765287306e-02
3148 15.7400 7.8700 1.33694088376649e-01 -6.40625043410327e-02
3145 15.7250 7.8625 1.63341070391566e-01 -3.40718158208047e-02
3146 15.7300 7.8650 1.53464357673090e-01 -4.40698970473349e-02
3143 15.7150 7.8575 1.83075944515530e-01 -1.40733479596898e-02
3144 15.7200 7.8600 1.73211714702183e-01 -2.40728828006572e-02
3141 15.7050 7.8525 2.02783752646720e-01 5.92652722449330e-03
3142 15.7100 7.8550 1.92933409139289e-01 -4.07346128576003e-03
3139 15.6950 7.8475 2.22461626201738e-01 2.59258097608927e-02
3140 15.7000 7.8500 2.12626613917833e-01 1.59263675718747e-02
3137 15.6850 7.8425 2.42106607675250e-01 4.59224997379208e-02
3138 15.6900 7.8450 2.32288417023782e-01 3.59246038060206e-02
3135 15.6750 7.8375 2.61715641315438e-01 6.59145975032438e-02
3136 15.6800 7.8400 2.51915813072118e-01 5.59192476097230e-02
3133 15.6650 7.8325 2.81285563197536e-01 8.59001038637486e-02
3134 15.6700 7.8350 2.71505693506049e-01 7.59082995352636e-02
3131 15.6550 7.8275 3.00813089921719e-01 1.05877020285447e-01
3132 15.6600 7.8300 2.91054836164223e-01 9.58897606941074e-02
3129 15.6450 7.8225 3.20294806421217e-01 1.25843349093347e-01
3130 15.6500 7.8250 3.10559893403531e-01 1.15861632956790e-01
3127 15.6350 7.8175 3.39727152281553e-01 1.45797093671207e-01
3128 15.6400 7.8200 3.30017379287609e-01 1.35821919152727e-01
3125 15.6250 7.8125 3.59106406805900e-01 1.65736258661196e-01
3126 15.6300 7.8150 3.49423655212069e-01 1.55768623269934e-01
3123 15.6150 7.8075 3.78428672384180e-01 1.85658850163433e-01
3124 15.6200 7.8100 3.68774914213137e-01 1.75699750654624e-01
3121 15.6050 7.8025 3.97689856257388e-01 2.05562875935369e-01
3122 15.6100 7.8050 3.88067163495219e-01 1.95613308210661e-01
3119 15.5950 7.7975 4.16885650302315e-01 2.25446345591013e-01
3120 15.6000 7.8000 4.07296205273491e-01 2.15507304598888e-01
3117 15.5850 7.7925 4.36011508791615e-01 2.45307270799969e-01
3118 15.5900 7.7950 4.26457615537881e-01 2.35379750436244e-01
3115 15.5750 7.7875 4.55062623798448e-01 2.65143665486271e-01
3116 15.5800 7.7900 4.45546720691198e-01 2.55228658494705e-01
3113 15.5650 7.7825 4.74033898103962e-01 2.84953546026973e-01
3114 15.5700 7.7850 4.64558571714054e-01 2.75052043900006e-01
3111 15.5550 7.7775 4.92919915275076e-01 3.04734931450533e-01
3112 15.5600 7.7800 4.83487915707810e-01 2.94847924330127e-01
3109 15.5450 7.7725 5.11714906678465e-01 3.24485843634892e-01
3110 15.5500 7.7750 5.02329164466301e-01 3.14614320213520e-01
3107 15.5350 7.7675 5.30412715075008e-01 3.44204307505293e-01
3108 15.5400 7.7700 5.21076359830645e-01 3.34349254927074e-01
3105 15.5250 7.7625 5.49006754476219e-01 3.63888351231778e-01
3106 15.5300 7.7650 5.39723135453495e-01 3.54050754993754e-01
3103 15.5150 7.7575 5.67489965855919e-01 3.83536006426380e-01
3104 15.5200 7.7600 5.58262674638443e-01 3.73716850279977e-01
3101 15.5050 7.7525 5.85854768308996e-01 4.03145308339951e-01
3102 15.5100 7.7550 5.76687663827398e-01 3.93345574192601e-01
3099 15.4950 7.7475 6.04093005178837e-01 4.22714296058645e-01
