0001 0.0200  1.53061224489796e+00
0002 0.0400  1.56184922948771e+00
0003 0.0600  1.59372370355889e+00
0004 0.0800  1.62624867710091e+00
0005 0.1000  1.65943742561317e+00
0006 0.1200  1.69330349552365e+00
0007 0.1400  1.72786070971801e+00
0008 0.1600  1.76312317318164e+00
0009 0.1800  1.79910527875677e+00
0010 0.2000  1.83582171301712e+00
0011 0.2200  1.87328746226236e+00
0012 0.2400  1.91151781863507e+00
0013 0.2600  1.95052838636231e+00
0014 0.2800  1.99033508812481e+00
0015 0.3000  2.03095417155593e+00
0016 0.3200  1.99113154074110e+00
0017 0.3400  1.95208974582461e+00
0018 0.3600  1.91381347629864e+00
0019 0.3800  1.87628772186141e+00
0020 0.4000  1.83949776653080e+00
0021 0.4200  1.80342918287333e+00
0022 0.4400  1.76806782634640e+00
0023 0.4600  1.73339982975137e+00
0024 0.4800  1.69941159779546e+00
0025 0.5000  1.66608980176026e+00
0026 0.5200  1.63342137427476e+00
0027 0.5400  1.60139350419094e+00
0028 0.5600  1.56999363155975e+00
0029 0.5800  1.53920944270564e+00
0030 0.6000  1.50902886539768e+00
0031 0.6200  1.47944006411537e+00
0032 0.6400  1.45043143540723e+00
0033 0.6600  1.42199160334042e+00
0034 0.6800  1.39410941503963e+00
0035 0.7000  1.36677393631336e+00
0036 0.7200  1.33997444736604e+00
0037 0.7400  1.31370043859416e+00
0038 0.7600  1.28794160646486e+00
0039 0.7800  1.26268784947535e+00
0040 0.8000  1.23792926419152e+00
0041 0.8200  1.21365614136424e+00
0042 0.8400  1.18985896212180e+00
0043 0.8600  1.16652839423706e+00
0044 0.8800  1.14365528846771e+00
0045 0.9000  1.12123067496834e+00
0046 0.9200  1.09924575977288e+00
0047 0.9400  1.07769192134596e+00
0048 0.9600  1.05656070720192e+00
0049 0.9800  1.03584383059012e+00
0050 1.0000  1.01553316724522e+00
0051 1.0200  9.95620752201194e-01
0052 1.0400  1.01593954306244e+00
0053 1.0600  1.03667300312494e+00
0054 1.0800  1.05782959502545e+00
0055 1.1000  1.07941795410760e+00
0056 1.1200  1.10144689194653e+00
0057 1.1400  1.12392539994544e+00
0058 1.1600  1.14686265300555e+00
0059 1.1800  1.17026801327097e+00
0060 1.2000  1.19415103394997e+00
0061 1.2200  1.21852146321426e+00
0062 1.2400  1.24338924817781e+00
0063 1.2600  1.26876453895695e+00
0064 1.2800  1.29465769281322e+00
0065 1.3000  1.32107927838083e+00
0066 1.3200  1.34804007998044e+00
0067 1.3400  1.37555110202086e+00
0068 1.3600  1.40362357349067e+00
0069 1.3800  1.43226895254150e+00
0070 1.4000  1.46149893116480e+00
0071 1.4200  1.49132543996408e+00
0072 1.4400  1.52176065302457e+00
0073 1.4600  1.55281699288222e+00
0074 1.4800  1.58450713559410e+00
0075 1.5000  1.61684401591235e+00
0076 1.5200  1.64984083256362e+00
0077 1.5400  1.68351105363634e+00
0078 1.5600  1.71786842207790e+00
0079 1.5800  1.75292696130398e+00
0080 1.6000  1.78870098092243e+00
0081 1.6200  1.82520508257391e+00
0082 1.6400  1.86245416589174e+00
0083 1.6600  1.90046343458341e+00
0084 1.6800  1.93924840263613e+00
0085 1.7000  1.97882490064912e+00
0086 1.7200  2.01920908229502e+00
0087 1.7400  1.97961674734806e+00
0088 1.7600  1.94080073269417e+00
0089 1.7800  1.90274581636684e+00
0090 1.8000  1.86543707486945e+00
0091 1.8200  1.82885987732299e+00
0092 1.8400  1.79299987972842e+00
0093 1.8600  1.75784301934159e+00
0094 1.8800  1.72337550915842e+00
0095 1.9000  1.68958383250825e+00
0096 1.9200  1.65645473775319e+00
0097 1.9400  1.62397523309136e+00
0098 1.9600  1.59213258146212e+00
0099 1.9800  1.56091429555110e+00
0100 2.0000  1.53030813289323e+00
0000 0.0000  1.50000000000000e+00
