#Iter Objective            rel.obj      ||grad||           rel.||grad||    stepsize
205: 1.68167700333088e-01  2.5026e-01  1.21477403528800e+00  5.6374e-02  0.00312500
206: 1.67502964717543e-01  2.4928e-01  8.01654849567113e-01  3.7202e-02  0.00156250
207: 1.67087281101617e-01  2.4866e-01  5.79957129113819e-01  2.6914e-02  0.00156250
208: 1.66872023200977e-01  2.4834e-01  9.83614818527370e-01  4.5646e-02  0.00312500
209: 1.66352589356246e-01  2.4756e-01  6.70641817475076e-01  3.1122e-02  0.00156250
210: 1.66002795539694e-01  2.4704e-01  5.18606967734960e-01  2.4067e-02  0.00156250
211: 1.65668928210051e-01  2.4655e-01  8.11606219761720e-01  3.7664e-02  0.00312500
212: 1.65256144980101e-01  2.4593e-01  5.86397166390917e-01  2.7213e-02  0.00156250
213: 1.65067384693460e-01  2.4565e-01  1.01394259232199e+00  4.7054e-02  0.00312500
214: 1.64543073711486e-01  2.4487e-01  6.90881793144626e-01  3.2062e-02  0.00156250
215: 1.64185167378286e-01  2.4434e-01  5.25109322724129e-01  2.4369e-02  0.00156250
216: 1.63875371173219e-01  2.4388e-01  8.32522407655038e-01  3.8635e-02  0.00312500
217: 1.63449311963196e-01  2.4324e-01  5.92576647605195e-01  2.7500e-02  0.00156250
218: 1.63285090594715e-01  2.4300e-01  1.02744681512467e+00  4.7680e-02  0.00312500
219: 1.62742883232606e-01  2.4219e-01  6.91204483598442e-01  3.2077e-02  0.00156250
220: 1.62390297988218e-01  2.4167e-01  5.25513673941168e-01  2.4387e-02  0.00156250
221: 1.62093023872134e-01  2.4122e-01  8.43738217608893e-01  3.9155e-02  0.00312500
222: 1.61669757875997e-01  2.4059e-01  6.00255227291935e-01  2.7856e-02  0.00156250
223: 1.61534664152998e-01  2.4039e-01  1.06137709324480e+00  4.9255e-02  0.00312500
224: 1.60986250127627e-01  2.3958e-01  7.14438349820100e-01  3.3155e-02  0.00156250
225: 1.60623378485336e-01  2.3904e-01  5.33444181701340e-01  2.4755e-02  0.00156250
226: 1.60352591510046e-01  2.3863e-01  8.67351783571610e-01  4.0251e-02  0.00312500
227: 1.59913039783574e-01  2.3798e-01  6.07591099959224e-01  2.8196e-02  0.00156250
228: 1.59804779916057e-01  2.3782e-01  1.07621554739024e+00  4.9944e-02  0.00312500
229: 1.59234796246273e-01  2.3697e-01  7.14809023965777e-01  3.3172e-02  0.00156250
230: 1.58877570218502e-01  2.3644e-01  5.34231611252796e-01  2.4792e-02  0.00156250
231: 1.58619622834278e-01  2.3606e-01  8.79884569415542e-01  4.0833e-02  0.00312500
232: 1.58182859183531e-01  2.3541e-01  6.16623509744496e-01  2.8615e-02  0.00156250
233: 1.58106903579003e-01  2.3529e-01  1.11412509086909e+00  5.1703e-02  0.00312500
234: 1.57529264297738e-01  2.3443e-01  7.41399922460081e-01  3.4406e-02  0.00156250
235: 1.57159192130755e-01  2.3388e-01  5.43771982519664e-01  2.5235e-02  0.00156250
236: 1.56930701622091e-01  2.3354e-01  9.06468864508269e-01  4.2066e-02  0.00312500
237: 1.56474099433212e-01  2.3286e-01  6.25213805815363e-01  2.9014e-02  0.00156250
238: 1.56427729385156e-01  2.3279e-01  1.13031929125497e+00  5.2454e-02  0.00312500
239: 1.55824207945042e-01  2.3190e-01  7.41702836174186e-01  3.4420e-02  0.00156250
240: 1.55460277218569e-01  2.3135e-01  5.44932282804691e-01  2.5289e-02  0.00156250
241: 1.55245016142112e-01  2.3103e-01  9.20371671546578e-01  4.2711e-02  0.00312500
242: 1.54791328263958e-01  2.3036e-01  6.35727868867884e-01  2.9502e-02  0.00156250
243: 1.54781079353104e-01  2.3034e-01  1.17263606285647e+00  5.4418e-02  0.00312500
244: 1.54168319940991e-01  2.2943e-01  7.72064811518351e-01  3.5829e-02  0.00156250
245: 1.53788504756339e-01  2.2887e-01  5.56290459722808e-01  2.5816e-02  0.00156250
246: 1.53606329540452e-01  2.2859e-01  9.50233706370000e-01  4.4097e-02  0.00312500
247: 1.53128582494808e-01  2.2788e-01  6.45678371887744e-01  2.9964e-02  0.00156250
248: 1.52809681946137e-01  2.2741e-01  4.96762372702489e-01  2.3053e-02  0.00156250
249: 1.52516475877962e-01  2.2697e-01  7.84097174489645e-01  3.6387e-02  0.00312500
250: 1.52137816919137e-01  2.2641e-01  5.63812384535817e-01  2.6165e-02  0.00156250
251: 1.51981931308344e-01  2.2618e-01  9.82464446624148e-01  4.5593e-02  0.00312500
252: 1.51497379986455e-01  2.2546e-01  6.66867365629780e-01  3.0947e-02  0.00156250
253: 1.51170032867415e-01  2.2497e-01  5.04013556894899e-01  2.3390e-02  0.00156250
254: 1.50899981682742e-01  2.2457e-01  8.06637466362956e-01  3.7433e-02  0.00312500
255: 1.50507569365682e-01  2.2398e-01  5.71157463707146e-01  2.6506e-02  0.00156250
256: 1.50376450882324e-01  2.2379e-01  9.98878351291326e-01  4.6355e-02  0.00312500
257: 1.49872923548099e-01  2.2304e-01  6.69153721674492e-01  3.1053e-02  0.00156250
258: 1.49549448836753e-01  2.2256e-01  5.05456373299532e-01  2.3457e-02  0.00156250
259: 1.49292080003220e-01  2.2217e-01  8.20091407650646e-01  3.8058e-02  0.00312500
260: 1.48900660279951e-01  2.2159e-01  5.80038184757591e-01  2.6918e-02  0.00156250
261: 1.48798911592543e-01  2.2144e-01  1.03503945609765e+00  4.8033e-02  0.00312500
262: 1.48287069468425e-01  2.2068e-01  6.93585562079317e-01  3.2187e-02  0.00156250
263: 1.47952877924559e-01  2.2018e-01  5.14258574429619e-01  2.3865e-02  0.00156250
264: 1.47721436076324e-01  2.1984e-01  8.45581173367910e-01  3.9241e-02  0.00312500
265: 1.47313066672084e-01  2.1923e-01  5.88660569606240e-01  2.7318e-02  0.00156250
266: 1.47238836189361e-01  2.1912e-01  1.05297620449674e+00  4.8865e-02  0.00312500
267: 1.46704035581202e-01  2.1832e-01  6.95984391219319e-01  3.2298e-02  0.00156250
268: 1.46374039351653e-01  2.1783e-01  5.16140337288660e-01  2.3952e-02  0.00156250
269: 1.46155870096082e-01  2.1751e-01  8.60523575578790e-01  3.9934e-02  0.00312500
270: 1.45748419968795e-01  2.1690e-01  5.99037603243779e-01  2.7799e-02  0.00156250
271: 1.45707265575655e-01  2.1684e-01  1.09350144707087e+00  5.0746e-02  0.00312500
272: 1.45162472568389e-01  2.1603e-01  7.24075961848894e-01  3.3602e-02  0.00156250
273: 1.44819038238858e-01  2.1552e-01  5.26707175710931e-01  2.4443e-02  0.00156250
274: 1.44630192780031e-01  2.1524e-01  8.89278085500002e-01  4.1269e-02  0.00312500
275: 1.44201961862160e-01  2.1460e-01  6.09054310747031e-01  2.8264e-02  0.00156250
276: 1.44191606561647e-01  2.1458e-01  1.11299180028678e+00  5.1650e-02  0.00312500
277: 1.43619117552272e-01  2.1373e-01  7.26460918988956e-01  3.3713e-02  0.00156250
278: 1.43280378401935e-01  2.1323e-01  5.29022223051427e-01  2.4550e-02  0.00156250
279: 1.43105480731935e-01  2.1297e-01  9.05774444921097e-01  4.2034e-02  0.00312500
280: 1.42678222082216e-01  2.1233e-01  6.21078137729586e-01  2.8822e-02  0.00156250
281: 1.42382622066269e-01  2.1189e-01  4.76042930691885e-01  2.2092e-02  0.00156250
282: 1.42112846258178e-01  2.1149e-01  7.47646720297115e-01  3.4696e-02  0.00312500
283: 1.41762725676304e-01  2.1097e-01  5.36145053948425e-01  2.4881e-02  0.00156250
284: 1.41610331532188e-01  2.1074e-01  9.23107433752487e-01  4.2838e-02  0.00312500
285: 1.41166725142229e-01  2.1008e-01  6.24781345260678e-01  2.8994e-02  0.00156250
286: 1.40873703279540e-01  2.0965e-01  4.77900692059427e-01  2.2178e-02  0.00156250
287: 1.40616148964505e-01  2.0926e-01  7.61530123126242e-01  3.5340e-02  0.00312500
288: 1.40265821509175e-01  2.0874e-01  5.44650082948456e-01  2.5275e-02  0.00156250
289: 1.40139756459043e-01  2.0855e-01  9.57156771605006e-01  4.4419e-02  0.00312500
290: 1.39687782663174e-01  2.0788e-01  6.46933133499739e-01  3.0022e-02  0.00156250
291: 1.39386018755578e-01  2.0743e-01  4.85856205391917e-01  2.2547e-02  0.00156250
