#Iter Objective            rel.obj      ||grad||           rel.||grad||    stepsize
2490: 2.23252558586817e-03  3.3224e-03  6.22234485884471e-02  2.8876e-03  0.00156250
2491: 2.23063700847210e-03  3.3196e-03  1.08500036688714e-01  5.0351e-03  0.00312500
2492: 2.22471110772947e-03  3.3108e-03  7.39214423820919e-02  3.4305e-03  0.00156250
2493: 2.22072910745417e-03  3.3049e-03  5.61533550586535e-02  2.6059e-03  0.00156250
2494: 2.21753061209104e-03  3.3001e-03  9.10426080629933e-02  4.2250e-03  0.00312500
2495: 2.21268228871651e-03  3.2929e-03  6.46434719745899e-02  2.9999e-03  0.00156250
2496: 2.21145603462870e-03  3.2911e-03  1.15378898525818e-01  5.3544e-03  0.00312500
2497: 2.20505854665051e-03  3.2815e-03  7.74956705860108e-02  3.5963e-03  0.00156250
2498: 2.20093363812648e-03  3.2754e-03  5.78164389368069e-02  2.6831e-03  0.00156250
2499: 2.19817656420961e-03  3.2713e-03  9.63813917470219e-02  4.4727e-03  0.00312500
2500: 2.19304822070057e-03  3.2637e-03  6.73753120568734e-02  3.1267e-03  0.00156250
2501: 2.19258688334102e-03  3.2630e-03  1.23140371711859e-01  5.7145e-03  0.00312500
2502: 2.18565820041332e-03  3.2527e-03  8.17603427501307e-02  3.7942e-03  0.00156250
2503: 2.18133942583081e-03  3.2462e-03  5.98116134931544e-02  2.7757e-03  0.00156250
2504: 2.17910718002763e-03  3.2429e-03  1.02387962929345e-01  4.7515e-03  0.00312500
2505: 2.17361956680026e-03  3.2348e-03  7.04136368374251e-02  3.2677e-03  0.00156250
2506: 2.16985001924640e-03  3.2291e-03  5.42532273390069e-02  2.5177e-03  0.00156250
2507: 2.16646753371030e-03  3.2241e-03  8.62490342885798e-02  4.0025e-03  0.00312500
2508: 2.16194168572498e-03  3.2174e-03  6.20183766722013e-02  2.8781e-03  0.00156250
2509: 2.16029939347999e-03  3.2149e-03  1.08978156742315e-01  5.0573e-03  0.00312500
2510: 2.15441495775155e-03  3.2062e-03  7.39284054596007e-02  3.4308e-03  0.00156250
2511: 2.15050591107670e-03  3.2004e-03  5.58256632605041e-02  2.5907e-03  0.00156250
2512: 2.14753094262478e-03  3.1959e-03  9.13040141564298e-02  4.2371e-03  0.00312500
2513: 2.14274082035177e-03  3.1888e-03  6.44921734857427e-02  2.9929e-03  0.00156250
2514: 2.14176934025059e-03  3.1874e-03  1.15942273996554e-01  5.3805e-03  0.00312500
2515: 2.13540410033229e-03  3.1779e-03  7.75648880302183e-02  3.5995e-03  0.00156250
2516: 2.13134856145519e-03  3.1718e-03  5.75325327132851e-02  2.6699e-03  0.00156250
2517: 2.12881978408889e-03  3.1681e-03  9.67186501016746e-02  4.4884e-03  0.00312500
2518: 2.12374378777614e-03  3.1605e-03  6.72811618630354e-02  3.1223e-03  0.00156250
2519: 2.12354752597107e-03  3.1602e-03  1.23798052112301e-01  5.7451e-03  0.00312500
2520: 2.11664101392394e-03  3.1500e-03  8.19016743999259e-02  3.8008e-03  0.00156250
2521: 2.11238699818277e-03  3.1436e-03  5.95774835469033e-02  2.7648e-03  0.00156250
2522: 2.11038942264910e-03  3.1407e-03  1.02807544920021e-01  4.7710e-03  0.00312500
2523: 2.10494674557044e-03  3.1326e-03  7.03791801764189e-02  3.2661e-03  0.00156250
2524: 2.10125031702133e-03  3.1271e-03  5.39025689488913e-02  2.5014e-03  0.00156250
2525: 2.09808215649269e-03  3.1223e-03  8.64607095705260e-02  4.0124e-03  0.00312500
2526: 2.09361639666229e-03  3.1157e-03  6.18357602591600e-02  2.8696e-03  0.00156250
2527: 2.09221622472823e-03  3.1136e-03  1.09484128446760e-01  5.0808e-03  0.00312500
2528: 2.08636884903238e-03  3.1049e-03  7.39597413294179e-02  3.4322e-03  0.00156250
2529: 2.08252925798264e-03  3.0992e-03  5.55187369947885e-02  2.5764e-03  0.00156250
2530: 2.07977305933315e-03  3.0951e-03  9.15915332742280e-02  4.2505e-03  0.00312500
2531: 2.07503724145434e-03  3.0880e-03  6.43637827035735e-02  2.9869e-03  0.00156250
2532: 2.07431671178419e-03  3.0870e-03  1.16534059084811e-01  5.4080e-03  0.00312500
2533: 2.06797910606295e-03  3.0775e-03  7.76587670156088e-02  3.6039e-03  0.00156250
2534: 2.06398939207774e-03  3.0716e-03  5.72698929447422e-02  2.6577e-03  0.00156250
2535: 2.06168438879191e-03  3.0682e-03  9.70824123935688e-02  4.5053e-03  0.00312500
2536: 2.05665673300295e-03  3.0607e-03  6.72103445858607e-02  3.1190e-03  0.00156250
2537: 2.05314271910285e-03  3.0555e-03  5.21470328983331e-02  2.4200e-03  0.00156250
2538: 2.04982273117989e-03  3.0505e-03  8.19405791538915e-02  3.8026e-03  0.00312500
2539: 2.04563633024028e-03  3.0443e-03  5.93008863733779e-02  2.7520e-03  0.00156250
2540: 2.04385478042744e-03  3.0416e-03  1.03074037098661e-01  4.7833e-03  0.00312500
2541: 2.03846439820407e-03  3.0336e-03  7.02721163105372e-02  3.2611e-03  0.00156250
2542: 2.03484191145183e-03  3.0282e-03  5.35257295723759e-02  2.4840e-03  0.00156250
2543: 2.03187395740797e-03  3.0238e-03  8.65581888168045e-02  4.0169e-03  0.00312500
2544: 2.02747203966515e-03  3.0173e-03  6.16036539211580e-02  2.8588e-03  0.00156250
2545: 2.02629334138532e-03  3.0155e-03  1.09821024113649e-01  5.0964e-03  0.00312500
2546: 2.02049200716161e-03  3.0069e-03  7.39082477972593e-02  3.4298e-03  0.00156250
2547: 2.01672336388590e-03  3.0013e-03  5.51801824123924e-02  2.5607e-03  0.00156250
2548: 2.01417049794352e-03  2.9975e-03  9.17517647194988e-02  4.2579e-03  0.00312500
2549: 2.00949388642293e-03  2.9905e-03  6.41782679599600e-02  2.9783e-03  0.00156250
2550: 2.00900135568603e-03  2.9898e-03  1.16940641148787e-01  5.4268e-03  0.00312500
2551: 2.00270233463689e-03  2.9804e-03  7.76599535144268e-02  3.6039e-03  0.00156250
2552: 1.99878059999253e-03  2.9746e-03  5.69699905881965e-02  2.6438e-03  0.00156250
2553: 1.99668249526857e-03  2.9714e-03  9.73054547882086e-02  4.5156e-03  0.00312500
2554: 1.99170926975048e-03  2.9640e-03  6.70740192300511e-02  3.1127e-03  0.00156250
2555: 1.98826852798893e-03  2.9589e-03  5.17535842429565e-02  2.4017e-03  0.00156250
2556: 1.98514149491385e-03  2.9543e-03  8.20000332567976e-02  3.8054e-03  0.00312500
2557: 1.98101940463719e-03  2.9481e-03  5.90430941766293e-02  2.7400e-03  0.00156250
2558: 1.97944933455164e-03  2.9458e-03  1.03362004051302e-01  4.7967e-03  0.00312500
2559: 1.97410757658456e-03  2.9378e-03  7.01848998085878e-02  3.2571e-03  0.00156250
2560: 1.97055591644551e-03  2.9326e-03  5.31665606802088e-02  2.4673e-03  0.00156250
2561: 1.96778327415407e-03  2.9284e-03  8.66763215525329e-02  4.0224e-03  0.00312500
2562: 1.96344184916911e-03  2.9220e-03  6.13906064223608e-02  2.8489e-03  0.00156250
2563: 1.96248030407713e-03  2.9205e-03  1.10179672130815e-01  5.1131e-03  0.00312500
2564: 1.95672123444141e-03  2.9120e-03  7.38767784053774e-02  3.4284e-03  0.00156250
2565: 1.95302039517307e-03  2.9065e-03  5.48596602422756e-02  2.5459e-03  0.00156250
2566: 1.95066613594024e-03  2.9030e-03  9.19328041887497e-02  4.2663e-03  0.00312500
2567: 1.94604531230941e-03  2.8961e-03  6.40120231428388e-02  2.9706e-03  0.00156250
2568: 1.94577670979675e-03  2.8957e-03  1.17369248992262e-01  5.4467e-03  0.00312500
2569: 1.93951235872026e-03  2.8864e-03  7.76812357931701e-02  3.6049e-03  0.00156250
2570: 1.93565543394697e-03  2.8806e-03  5.66884037075511e-02  2.6307e-03  0.00156250
2571: 1.93375967765935e-03  2.8778e-03  9.75494471642735e-02  4.5270e-03  0.00312500
2572: 1.92883739447460e-03  2.8705e-03  6.69571447323129e-02  3.1073e-03  0.00156250
2573: 1.92546691378993e-03  2.8655e-03  5.13773043588019e-02  2.3843e-03  0.00156250
2574: 1.92252798772638e-03  2.8611e-03  8.20797080631080e-02  3.8091e-03  0.00312500
2575: 1.91846699339588e-03  2.8550e-03  5.88038877330439e-02  2.7289e-03  0.00156250
2576: 1.91710405300367e-03  2.8530e-03  1.03671094980643e-01  4.8110e-03  0.00312500
2577: 1.91180733436461e-03  2.8451e-03  7.01172430479449e-02  3.2539e-03  0.00156250
2578: 1.90832347593649e-03  2.8399e-03  5.28248909332085e-02  2.4514e-03  0.00156250
2579: 1.90574144244025e-03  2.8361e-03  8.68147742087865e-02  4.0288e-03  0.00312500
2580: 1.90145724858294e-03  2.8297e-03  6.11963814679574e-02  2.8399e-03  0.00156250
2581: 1.90070873222281e-03  2.8286e-03  1.10559725062216e-01  5.1307e-03  0.00312500
2582: 1.89498823364442e-03  2.8201e-03  7.38650322603974e-02  3.4278e-03  0.00156250
2583: 1.89135214335860e-03  2.8147e-03  5.45569847669448e-02  2.5318e-03  0.00156250
2584: 1.88919195604819e-03  2.8115e-03  9.21343139923964e-02  4.2757e-03  0.00312500
2585: 1.88462358758890e-03  2.8047e-03  6.38647943303884e-02  2.9638e-03  0.00156250
2586: 1.88457503878792e-03  2.8046e-03  1.17819537830181e-01  5.4676e-03  0.00312500
2587: 1.87834152372448e-03  2.7953e-03  7.77223011371908e-02  3.6068e-03  0.00156250
2588: 1.87454632674718e-03  2.7897e-03  5.64249301498873e-02  2.6185e-03  0.00156250
2589: 1.87284855936085e-03  2.7871e-03  9.78140491959705e-02  4.5392e-03  0.00312500
2590: 1.86797381457196e-03  2.7799e-03  6.68594501775494e-02  3.1027e-03  0.00156250
2591: 1.86467067202813e-03  2.7750e-03  5.10180342998157e-02  2.3676e-03  0.00156250
2592: 1.86191519179349e-03  2.7709e-03  8.21792815061060e-02  3.8137e-03  0.00312500
2593: 1.85791216446347e-03  2.7649e-03  5.85830473071994e-02  2.7186e-03  0.00156250
2594: 1.85675219401048e-03  2.7632e-03  1.04000968815435e-01  4.8263e-03  0.00312500
2595: 1.85149701164554e-03  2.7554e-03  7.00688595472775e-02  3.2517e-03  0.00156250
2596: 1.84807801693162e-03  2.7503e-03  5.25005481876694e-02  2.4364e-03  0.00156250
2597: 1.84568207506513e-03  2.7467e-03  8.69732179706329e-02  4.0361e-03  0.00312500
2598: 1.84145193493616e-03  2.7404e-03  6.10207414140452e-02  2.8318e-03  0.00156250
2599: 1.84091251314852e-03  2.7396e-03  1.10960843806994e-01  5.1493e-03  0.00312500
2600: 1.83522697180858e-03  2.7312e-03  7.38727096664233e-02  3.4282e-03  0.00156250
2601: 1.83165266090210e-03  2.7258e-03  5.42719687074877e-02  2.5186e-03  0.00156250
2602: 1.82968219601782e-03  2.7229e-03  9.23559615108330e-02  4.2859e-03  0.00312500
2603: 1.82516303233366e-03  2.7162e-03  6.37363263776142e-02  2.9578e-03  0.00156250
2604: 1.82203239965569e-03  2.7115e-03  4.93241272560410e-02  2.2890e-03  0.00156250
2605: 1.81913321399601e-03  2.7072e-03  7.78989231188419e-02  3.6150e-03  0.00312500
2606: 1.81539117439107e-03  2.7016e-03  5.62381636256533e-02  2.6098e-03  0.00156250
2607: 1.81389970666698e-03  2.6994e-03  9.82633681626109e-02  4.5601e-03  0.00312500
2608: 1.80905922850668e-03  2.6922e-03  6.68690693420326e-02  3.1032e-03  0.00156250
2609: 1.80581692696157e-03  2.6874e-03  5.07181312847871e-02  2.3537e-03  0.00156250
2610: 1.80324855300900e-03  2.6836e-03  8.24259683289462e-02  3.8251e-03  0.00312500
2611: 1.79929393598103e-03  2.6777e-03  5.84459373591111e-02  2.7123e-03  0.00156250
2612: 1.79834742914728e-03  2.6763e-03  1.04529982359310e-01  4.8509e-03  0.00312500
2613: 1.79311878156069e-03  2.6685e-03  7.01365333562703e-02  3.2548e-03  0.00156250
2614: 1.78975759930898e-03  2.6635e-03  5.22410043320890e-02  2.4243e-03  0.00156250
2615: 1.78755281057546e-03  2.6602e-03  8.72906472832984e-02  4.0509e-03  0.00312500
2616: 1.78336613687688e-03  2.6540e-03  6.09364413542872e-02  2.8279e-03  0.00156250
2617: 1.78304885436270e-03  2.6535e-03  1.11577536858265e-01  5.1780e-03  0.00312500
2618: 1.77738135550860e-03  2.6451e-03  7.40070145365457e-02  3.4344e-03  0.00156250
2619: 1.77386101087655e-03  2.6398e-03  5.40580993614946e-02  2.5087e-03  0.00156250
2620: 1.77208705190040e-03  2.6372e-03  9.27498966018356e-02  4.3042e-03  0.00312500
2621: 1.76760516001458e-03  2.6305e-03  6.37072945756449e-02  2.9564e-03  0.00156250
2622: 1.76453552891657e-03  2.6260e-03  4.90030313845069e-02  2.2741e-03  0.00156250
2623: 1.76181572010411e-03  2.6219e-03  7.80986931712713e-02  3.6243e-03  0.00312500
2624: 1.75812370946117e-03  2.6164e-03  5.60717570325586e-02  2.6021e-03  0.00156250
2625: 1.75683502046066e-03  2.6145e-03  9.87375644648327e-02  4.5821e-03  0.00312500
2626: 1.75202518506720e-03  2.6073e-03  6.69007298709857e-02  3.1046e-03  0.00156250
2627: 1.74884082890750e-03  2.6026e-03  5.04370581905636e-02  2.3406e-03  0.00156250
2628: 1.74645556587885e-03  2.5991e-03  8.26961314547018e-02  3.8377e-03  0.00312500
2629: 1.74254614395029e-03  2.5932e-03  5.83295906557878e-02  2.7069e-03  0.00156250
2630: 1.74180985557967e-03  2.5921e-03  1.05084312396975e-01  4.8766e-03  0.00312500
2631: 1.73660395224563e-03  2.5844e-03  7.02264896101667e-02  3.2590e-03  0.00156250
2632: 1.73329764931124e-03  2.5795e-03  5.20007490945574e-02  2.4132e-03  0.00156250
2633: 1.73128020891133e-03  2.5765e-03  8.76318581256623e-02  4.0667e-03  0.00312500
2634: 1.72713369790890e-03  2.5703e-03  6.08732789485038e-02  2.8249e-03  0.00156250
2635: 1.72703562561229e-03  2.5702e-03  1.12220158716811e-01  5.2078e-03  0.00312500
2636: 1.72138219468764e-03  2.5617e-03  7.41639588405544e-02  3.4417e-03  0.00156250
2637: 1.71791281963904e-03  2.5566e-03  5.38640139435405e-02  2.4997e-03  0.00156250
2638: 1.71633178969562e-03  2.5542e-03  9.31680149929054e-02  4.3236e-03  0.00312500
2639: 1.71188373882030e-03  2.5476e-03  6.36997327175921e-02  2.9561e-03  0.00156250
2640: 1.70887232872736e-03  2.5431e-03  4.87001374521503e-02  2.2600e-03  0.00156250
2641: 1.70632790176530e-03  2.5393e-03  7.83213738279784e-02  3.6346e-03  0.00312500
2642: 1.70268286061300e-03  2.5339e-03  5.59255644543128e-02  2.5953e-03  0.00156250
2643: 1.70159362348166e-03  2.5323e-03  9.92364096969197e-02  4.6052e-03  0.00312500
2644: 1.69681086496880e-03  2.5252e-03  6.69542235480516e-02  3.1071e-03  0.00156250
2645: 1.69368163142022e-03  2.5205e-03  5.01747150729156e-02  2.3284e-03  0.00156250
2646: 1.69147566683195e-03  2.5172e-03  8.29895345420506e-02  3.8513e-03  0.00312500
2647: 1.68760829035887e-03  2.5115e-03  5.82338444717372e-02  2.7024e-03  0.00156250
2648: 1.68707917283135e-03  2.5107e-03  1.05663742759115e-01  4.9035e-03  0.00312500
2649: 1.68189227613259e-03  2.5030e-03  7.03385086214332e-02  3.2642e-03  0.00156250
2650: 1.67863799016309e-03  2.4981e-03  5.17796679810085e-02  2.4029e-03  0.00156250
2651: 1.67680427765752e-03  2.4954e-03  8.79966163172004e-02  4.0836e-03  0.00312500
2652: 1.67269468806217e-03  2.4893e-03  6.08310746712640e-02  2.8230e-03  0.00156250
2653: 1.66983238611283e-03  2.4850e-03  4.71119221792173e-02  2.1863e-03  0.00156250
2654: 1.66716218340275e-03  2.4810e-03  7.42380635780564e-02  3.4451e-03  0.00312500
2655: 1.66374569409772e-03  2.4760e-03  5.36364277576238e-02  2.4891e-03  0.00156250
2656: 1.66234343012766e-03  2.4739e-03  9.34615079391062e-02  4.3372e-03  0.00312500
2657: 1.65793446529162e-03  2.4673e-03  6.36338582383900e-02  2.9530e-03  0.00156250
2658: 1.65498169442969e-03  2.4629e-03  4.83770694697826e-02  2.2450e-03  0.00156250
2659: 1.65260183098568e-03  2.4594e-03  7.84514730390698e-02  3.6407e-03  0.00312500
2660: 1.64900634535215e-03  2.4540e-03  5.57400898458950e-02  2.5867e-03  0.00156250
2661: 1.64810091873089e-03  2.4527e-03  9.95974669347631e-02  4.6220e-03  0.00312500
2662: 1.64335168803196e-03  2.4456e-03  6.69410078756493e-02  3.1065e-03  0.00156250
2663: 1.64027848913122e-03  2.4410e-03  4.98877435743296e-02  2.3151e-03  0.00156250
2664: 1.63824003457457e-03  2.4380e-03  8.31795624933849e-02  3.8601e-03  0.00312500
2665: 1.63441813695793e-03  2.4323e-03  5.80925198351826e-02  2.6959e-03  0.00156250
2666: 1.63407884420196e-03  2.4318e-03  1.06092031806322e-01  4.9234e-03  0.00312500
2667: 1.62891886126810e-03  2.4241e-03  7.03756175067323e-02  3.2659e-03  0.00156250
2668: 1.62571800063131e-03  2.4194e-03  5.15293089687929e-02  2.3913e-03  0.00156250
2669: 1.62405516150145e-03  2.4169e-03  8.82468777538705e-02  4.0953e-03  0.00312500
2670: 1.61998681343518e-03  2.4108e-03  6.07363762133270e-02  2.8186e-03  0.00156250
2671: 1.61718276834446e-03  2.4067e-03  4.67724841342741e-02  2.1706e-03  0.00156250
2672: 1.61467093836914e-03  2.4029e-03  7.43306374109853e-02  3.4494e-03  0.00312500
2673: 1.61130466188744e-03  2.3979e-03  5.34258987202460e-02  2.4793e-03  0.00156250
2674: 1.61007753177609e-03  2.3961e-03  9.37741421226608e-02  4.3518e-03  0.00312500
2675: 1.60570467492412e-03  2.3896e-03  6.35859125182502e-02  2.9508e-03  0.00156250
2676: 1.60280802658291e-03  2.3853e-03  4.80700490881195e-02  2.2308e-03  0.00156250
2677: 1.60058880399497e-03  2.3820e-03  7.86001011037510e-02  3.6476e-03  0.00312500
2678: 1.59704016197057e-03  2.3767e-03  5.55718900321786e-02  2.5789e-03  0.00156250
2679: 1.59631510030215e-03  2.3756e-03  9.99778700276787e-02  4.6396e-03  0.00312500
2680: 1.59159632935166e-03  2.3686e-03  6.69458520310575e-02  3.1067e-03  0.00156250
2681: 1.58857662380504e-03  2.3641e-03  4.96171451408289e-02  2.3026e-03  0.00156250
2682: 1.58670189557043e-03  2.3613e-03  8.33882202458246e-02  3.8698e-03  0.00312500
2683: 1.58292270647299e-03  2.3557e-03  5.79686451602172e-02  2.6901e-03  0.00156250
2684: 1.58276999999867e-03  2.3555e-03  1.06539870369963e-01  4.9442e-03  0.00312500
2685: 1.57763374682858e-03  2.3478e-03  7.04308240296581e-02  3.2685e-03  0.00156250
2686: 1.57448374745592e-03  2.3431e-03  5.12955754217289e-02  2.3805e-03  0.00156250
2687: 1.57298814351882e-03  2.3409e-03  8.85158590833836e-02  4.1077e-03  0.00312500
2688: 1.56895820716669e-03  2.3349e-03  6.06592714510825e-02  2.8150e-03  0.00156250
2689: 1.56620998638779e-03  2.3308e-03  4.64486414283081e-02  2.1555e-03  0.00156250
2690: 1.56385264210212e-03  2.3273e-03  7.44413888026777e-02  3.4546e-03  0.00312500
2691: 1.56053397576769e-03  2.3224e-03  5.32322310498235e-02  2.4703e-03  0.00156250
2692: 1.55947850699854e-03  2.3208e-03  9.41056141485579e-02  4.3671e-03  0.00312500
2693: 1.55513884633940e-03  2.3143e-03  6.35556377617094e-02  2.9494e-03  0.00156250
2694: 1.55229587521562e-03  2.3101e-03  4.77789253916255e-02  2.2173e-03  0.00156250
2695: 1.55023352606454e-03  2.3070e-03  7.87669631447919e-02  3.6553e-03  0.00312500
2696: 1.54672908445025e-03  2.3018e-03  5.54207531205927e-02  2.5719e-03  0.00156250
2697: 1.54618110222396e-03  2.3010e-03  1.00377320926992e-01  4.6582e-03  0.00312500
2698: 1.54148978706979e-03  2.2940e-03  6.69684866486915e-02  3.1078e-03  0.00156250
2699: 1.53852110364225e-03  2.2896e-03  4.93627549347285e-02  2.2908e-03  0.00156250
2700: 1.53680647308749e-03  2.2871e-03  8.36152108441078e-02  3.8803e-03  0.00312500
2701: 1.53306728911575e-03  2.2815e-03  5.78619922248464e-02  2.6852e-03  0.00156250
2702: 1.53046016653172e-03  2.2776e-03  4.49296727088592e-02  2.0850e-03  0.00156250
2703: 1.52798892784660e-03  2.2739e-03  7.05982262094832e-02  3.2762e-03  0.00312500
2704: 1.52488318757295e-03  2.2693e-03  5.11259388363802e-02  2.3726e-03  0.00156250
2705: 1.52356053509507e-03  2.2673e-03  8.89371056990988e-02  4.1273e-03  0.00312500
2706: 1.51955891462802e-03  2.2614e-03  6.06712876695307e-02  2.8156e-03  0.00156250
2707: 1.51686146058088e-03  2.2574e-03  4.61746600680488e-02  2.1428e-03  0.00156250
2708: 1.51466086395664e-03  2.2541e-03  7.46737533724065e-02  3.4654e-03  0.00312500
2709: 1.51138247676576e-03  2.2492e-03  5.31084193987045e-02  2.4646e-03  0.00156250
2710: 1.51050601580344e-03  2.2479e-03  9.46011579906531e-02  4.3901e-03  0.00312500
2711: 1.50618817245604e-03  2.2415e-03  6.36216697679931e-02  2.9525e-03  0.00156250
2712: 1.50339340707092e-03  2.2373e-03  4.75421428010529e-02  2.2063e-03  0.00156250
2713: 1.50149124373470e-03  2.2345e-03  7.90651489293403e-02  3.6692e-03  0.00312500
2714: 1.49802290185831e-03  2.2293e-03  5.53457024366711e-02  2.5684e-03  0.00156250
2715: 1.49766124842173e-03  2.2288e-03  1.00954228538470e-01  4.6850e-03  0.00312500
2716: 1.49298458384091e-03  2.2218e-03  6.70960170391361e-02  3.1137e-03  0.00156250
2717: 1.49006088980736e-03  2.2175e-03  4.91679005704166e-02  2.2817e-03  0.00156250
2718: 1.48851095210991e-03  2.2152e-03  8.39843625927929e-02  3.8974e-03  0.00312500
2719: 1.48480267756435e-03  2.2097e-03  5.78380543790271e-02  2.6841e-03  0.00156250
2720: 1.48224647418321e-03  2.2059e-03  4.46361395054762e-02  2.0714e-03  0.00156250
2721: 1.47992548743153e-03  2.2024e-03  7.07865591261632e-02  3.2850e-03  0.00312500
2722: 1.47686141343896e-03  2.1978e-03  5.09748055075037e-02  2.3656e-03  0.00156250
2723: 1.47570874717481e-03  2.1961e-03  8.93806907227099e-02  4.1479e-03  0.00312500
2724: 1.47173244789300e-03  2.1902e-03  6.07032962014651e-02  2.8170e-03  0.00156250
2725: 1.46908335718851e-03  2.1863e-03  4.59177919087506e-02  2.1309e-03  0.00156250
2726: 1.46703615846679e-03  2.1832e-03  7.49273119977525e-02  3.4771e-03  0.00312500
2727: 1.46379538784710e-03  2.1784e-03  5.30034739739789e-02  2.4597e-03  0.00156250
2728: 1.46309519451706e-03  2.1774e-03  9.51193919351495e-02  4.4142e-03  0.00312500
2729: 1.45879603900999e-03  2.1710e-03  6.37078992655147e-02  2.9565e-03  0.00156250
2730: 1.45604704538004e-03  2.1669e-03  4.73228945243372e-02  2.1961e-03  0.00156250
2731: 1.45430187418410e-03  2.1643e-03  7.93847706320271e-02  3.6840e-03  0.00312500
2732: 1.45086689728722e-03  2.1592e-03  5.52898507521827e-02  2.5658e-03  0.00156250
2733: 1.45068909011128e-03  2.1589e-03  1.01554322209515e-01  4.7128e-03  0.00312500
2734: 1.44602379687748e-03  2.1520e-03  6.72440396643491e-02  3.1206e-03  0.00156250
2735: 1.44314260749242e-03  2.1477e-03  4.89910282773963e-02  2.2735e-03  0.00156250
2736: 1.44175435456471e-03  2.1456e-03  8.43752700840311e-02  3.9156e-03  0.00312500
2737: 1.43807415241285e-03  2.1401e-03  5.78336069255160e-02  2.6839e-03  0.00156250
2738: 1.43556655875991e-03  2.1364e-03  4.43591496570725e-02  2.0586e-03  0.00156250
2739: 1.43339247708314e-03  2.1332e-03  7.09956037818445e-02  3.2947e-03  0.00312500
2740: 1.43036753356363e-03  2.1287e-03  5.08420429496697e-02  2.3594e-03  0.00156250
2741: 1.42938204937365e-03  2.1272e-03  8.98464039135905e-02  4.1695e-03  0.00312500
2742: 1.42542812443573e-03  2.1213e-03  6.07551053974600e-02  2.8194e-03  0.00156250
2743: 1.42282505400401e-03  2.1174e-03  4.56779472960153e-02  2.1198e-03  0.00156250
2744: 1.42092805515186e-03  2.1146e-03  7.52018461772231e-02  3.4899e-03  0.00312500
2745: 1.41772229277256e-03  2.1098e-03  5.29172462933324e-02  2.4557e-03  0.00156250
2746: 1.41719579089766e-03  2.1091e-03  9.56601175523943e-02  4.4393e-03  0.00312500
2747: 1.41291223742972e-03  2.1027e-03  6.38141236961152e-02  2.9614e-03  0.00156250
2748: 1.41020664017690e-03  2.0987e-03  4.71210773645810e-02  2.1867e-03  0.00156250
2749: 1.40861542044288e-03  2.0963e-03  7.97256118658674e-02  3.6998e-03  0.00312500
2750: 1.40521112539805e-03  2.0912e-03  5.52530336181948e-02  2.5641e-03  0.00156250
2751: 1.40282627726896e-03  2.0877e-03  4.29314752295790e-02  1.9923e-03  0.00156250
2752: 1.40055205693543e-03  2.0843e-03  6.73266335329938e-02  3.1244e-03  0.00312500
2753: 1.39771452064887e-03  2.0801e-03  4.87888568283509e-02  2.2641e-03  0.00156250
2754: 1.39647714216570e-03  2.0782e-03  8.46665528885117e-02  3.9291e-03  0.00312500
2755: 1.39282858737681e-03  2.0728e-03  5.77837078645786e-02  2.6816e-03  0.00156250
2756: 1.39036966424659e-03  2.0691e-03  4.40675680970302e-02  2.0450e-03  0.00156250
2757: 1.38833411544267e-03  2.0661e-03  7.11312238360651e-02  3.3010e-03  0.00312500
2758: 1.38534994402574e-03  2.0617e-03  5.06792943218721e-02  2.3519e-03  0.00156250
2759: 1.38451975806114e-03  2.0604e-03  9.02017316346216e-02  4.1860e-03  0.00312500
2760: 1.38059266625975e-03  2.0546e-03  6.07546368864192e-02  2.8194e-03  0.00156250
2761: 1.37803603700502e-03  2.0508e-03  4.54199382626633e-02  2.1078e-03  0.00156250
2762: 1.37628016450531e-03  2.0482e-03  7.53941257556015e-02  3.4988e-03  0.00312500
2763: 1.37311166944764e-03  2.0434e-03  5.27959112355643e-02  2.4501e-03  0.00156250
2764: 1.37274573496682e-03  2.0429e-03  9.60794820439850e-02  4.4587e-03  0.00312500
2765: 1.36848330454544e-03  2.0366e-03  6.38613193679197e-02  2.9636e-03  0.00156250
2766: 1.36582189176373e-03  2.0326e-03  4.68973281006686e-02  2.1764e-03  0.00156250
2767: 1.36437477366360e-03  2.0304e-03  7.99750602395915e-02  3.7114e-03  0.00312500
2768: 1.36100407240733e-03  2.0254e-03  5.51754759147690e-02  2.5605e-03  0.00156250
2769: 1.35866763689173e-03  2.0220e-03  4.26243848096858e-02  1.9781e-03  0.00156250
2770: 1.35652665954544e-03  2.0188e-03  6.74261482486263e-02  3.1290e-03  0.00312500
2771: 1.35373054901513e-03  2.0146e-03  4.86023549697865e-02  2.2555e-03  0.00156250
2772: 1.35264101556646e-03  2.0130e-03  8.49752696818307e-02  3.9434e-03  0.00312500
2773: 1.34902162686243e-03  2.0076e-03  5.77502749485839e-02  2.6800e-03  0.00156250
2774: 1.34660927652325e-03  2.0040e-03  4.37907128022770e-02  2.0322e-03  0.00156250
2775: 1.34470898961657e-03  2.0012e-03  7.12838011610038e-02  3.3080e-03  0.00312500
2776: 1.34176333005778e-03  1.9968e-03  5.05324190692309e-02  2.3450e-03  0.00156250
2777: 1.34108556833598e-03  1.9958e-03  9.05746454892388e-02  4.2033e-03  0.00312500
2778: 1.33718275295506e-03  1.9900e-03  6.07707442643963e-02  2.8202e-03  0.00156250
2779: 1.33467044675902e-03  1.9862e-03  4.51769617211897e-02  2.0965e-03  0.00156250
